session_id,timestamp,kpm,inter_key_avg,switch_rate,scroll_velocity,scroll_delta,mouse_entropy,idle_ratio,tab_count,domain_switches,time_of_day,cls_target
sess_0054,2026-05-18T02:24:00+00:00,67.44,,0.24,138.78,2.91,0.11,0.02,3,0.25,0.0,54.24
sess_0054,2026-05-18T02:25:00+00:00,61.56,,0.21,157.22,3.75,0.12,0.02,3,0.25,-0.0654,54.25
sess_0054,2026-05-18T02:26:00+00:00,64.42,,0.25,140.73,3.21,0.12,0.02,2,0.22,-0.1305,54.26
sess_0054,2026-05-18T02:27:00+00:00,60.85,,0.24,158.89,4.24,0.12,0.02,3,0.22,-0.1951,54.27
sess_0054,2026-05-18T02:28:00+00:00,65.83,,0.21,133.64,4.78,0.12,0.02,3,0.24,-0.2588,54.28
sess_0054,2026-05-18T02:29:00+00:00,63.39,,0.19,162.47,2.3,0.12,0.02,3,0.26,-0.3214,54.29
sess_0054,2026-05-18T02:30:00+00:00,64.24,,0.28,169.85,2.84,0.12,0.02,3,0.21,-0.3827,54.3
sess_0054,2026-05-18T02:31:00+00:00,61.7,,0.22,150.46,5.4,0.12,0.02,3,0.24,-0.4423,54.31
sess_0054,2026-05-18T02:32:00+00:00,62.86,,0.27,141.66,4.62,0.11,0.02,3,0.29,-0.5,54.32
sess_0054,2026-05-18T02:33:00+00:00,59.59,,0.22,142.53,4.9,0.13,0.02,3,0.22,-0.5556,54.33
sess_0054,2026-05-18T02:34:00+00:00,65.01,,0.22,149.79,3.76,0.12,0.02,2,0.26,-0.6088,54.34
sess_0054,2026-05-18T02:35:00+00:00,61.39,,0.28,156.87,4.59,0.1,0.02,2,0.24,-0.6593,54.35
sess_0054,2026-05-18T02:36:00+00:00,61.5,,0.22,154.98,2.16,0.12,0.02,2,0.24,-0.7071,54.36
sess_0054,2026-05-18T02:37:00+00:00,60.79,,0.22,137.87,2.02,0.11,0.02,3,0.28,-0.7518,54.37
sess_0054,2026-05-18T02:38:00+00:00,62.16,,0.21,161.01,4.34,0.13,0.03,3,0.21,-0.7934,54.38
sess_0054,2026-05-18T02:39:00+00:00,61.68,,0.24,155.77,2.74,0.12,0.02,3,0.2,-0.8315,54.39
sess_0054,2026-05-18T02:40:00+00:00,64.74,,0.22,148.67,3.98,0.11,0.02,3,0.28,-0.866,54.4
sess_0054,2026-05-18T02:41:00+00:00,59.96,,0.18,145.56,3.7,0.11,0.02,2,0.25,-0.8969,54.41
sess_0054,2026-05-18T02:42:00+00:00,62.07,,0.23,153.62,4.18,0.11,0.02,2,0.21,-0.9239,54.42
sess_0054,2026-05-18T02:43:00+00:00,64.72,,0.25,149.84,2.52,0.12,0.02,3,0.22,-0.9469,54.43
sess_0054,2026-05-18T02:44:00+00:00,58.97,,0.23,148.62,3.38,0.12,0.02,3,0.19,-0.9659,54.44
sess_0054,2026-05-18T02:45:00+00:00,61.95,,0.22,162.42,1.87,0.11,0.02,2,0.24,-0.9808,54.45
sess_0054,2026-05-18T02:46:00+00:00,61.51,,0.23,157.14,5.13,0.11,0.03,2,0.29,-0.9914,54.46
sess_0054,2026-05-18T02:47:00+00:00,61.25,,0.26,158.15,4.37,0.12,0.02,3,0.22,-0.9979,54.47
sess_0054,2026-05-18T02:48:00+00:00,65.63,,0.23,174.53,2.92,0.11,0.02,3,0.23,-1.0,54.48
sess_0054,2026-05-18T02:49:00+00:00,62.11,,0.25,147.24,3.02,0.12,0.02,3,0.25,-0.9979,54.49
sess_0054,2026-05-18T02:50:00+00:00,62.73,,0.2,178.63,4.13,0.11,0.02,2,0.2,-0.9914,54.5
sess_0054,2026-05-18T02:51:00+00:00,55.79,,0.23,152.68,4.28,0.12,0.02,2,0.25,-0.9808,54.51
sess_0054,2026-05-18T02:52:00+00:00,63.07,,0.24,159.68,3.81,0.12,0.02,3,0.2,-0.9659,54.52
sess_0054,2026-05-18T02:53:00+00:00,64.18,,0.25,163.36,3.79,0.12,0.02,3,0.25,-0.9469,54.53
sess_0054,2026-05-18T02:54:00+00:00,63.1,,0.2,138.17,2.28,0.12,0.02,2,0.26,-0.9239,54.54
sess_0054,2026-05-18T02:55:00+00:00,62.1,,0.19,159.26,1.65,0.12,0.03,3,0.21,-0.8969,54.55
sess_0054,2026-05-18T02:56:00+00:00,60.92,,0.26,151.06,2.45,0.12,0.02,3,0.24,-0.866,54.56
sess_0054,2026-05-18T02:57:00+00:00,57.17,,0.28,151.02,4.98,0.13,0.02,3,0.25,-0.8315,54.57
sess_0054,2026-05-18T02:58:00+00:00,63.88,,0.26,164.41,2.72,0.12,0.03,3,0.21,-0.7934,54.58
sess_0054,2026-05-18T02:59:00+00:00,63.85,,0.22,147.04,2.75,0.11,0.02,3,0.23,-0.7518,54.59
sess_0054,2026-05-18T03:00:00+00:00,61.96,,0.25,164.37,4.03,0.13,0.03,3,0.23,-0.7071,54.6
sess_0054,2026-05-18T03:01:00+00:00,60.93,,0.23,155.21,2.55,0.11,0.02,3,0.24,-0.6593,54.61
sess_0054,2026-05-18T03:02:00+00:00,66.17,,0.23,141.06,1.59,0.12,0.03,3,0.27,-0.6088,54.62
sess_0054,2026-05-18T03:03:00+00:00,59.32,,0.2,152.44,4.14,0.12,0.03,2,0.2,-0.5556,54.63
sess_0054,2026-05-18T03:04:00+00:00,64.37,,0.27,153.02,3.5,0.12,0.02,3,0.24,-0.5,54.64
sess_0054,2026-05-18T03:05:00+00:00,62.76,,0.23,169.9,2.84,0.12,0.02,3,0.25,-0.4423,54.65
sess_0054,2026-05-18T03:06:00+00:00,58.68,,0.25,159.32,4.72,0.11,0.02,3,0.22,-0.3827,54.66
sess_0054,2026-05-18T03:07:00+00:00,61.29,,0.28,167.43,2.97,0.13,0.02,3,0.25,-0.3214,54.67
sess_0054,2026-05-18T03:08:00+00:00,61.14,,0.25,151.34,2.74,0.12,0.02,3,0.24,-0.2588,54.68
sess_0054,2026-05-18T03:09:00+00:00,66.84,,0.2,156.11,2.56,0.12,0.02,2,0.24,-0.1951,54.69
sess_0054,2026-05-18T03:10:00+00:00,62.18,,0.25,147.63,4.9,0.13,0.02,3,0.25,-0.1305,54.7
sess_0054,2026-05-18T03:11:00+00:00,63.31,,0.23,127.54,2.67,0.12,0.03,3,0.22,-0.0654,54.71
sess_0054,2026-05-18T03:12:00+00:00,59.41,,0.24,167.11,2.38,0.11,0.02,3,0.23,0.0,54.72
sess_0054,2026-05-18T03:13:00+00:00,60.77,,0.22,154.32,3.53,0.11,0.02,3,0.23,0.0654,54.73
sess_0054,2026-05-18T03:14:00+00:00,60.4,,0.22,152.55,3.69,0.11,0.02,2,0.25,0.1305,54.74
sess_0054,2026-05-18T03:15:00+00:00,61.68,,0.24,158.46,4.35,0.11,0.03,3,0.24,0.1951,54.75
sess_0054,2026-05-18T03:16:00+00:00,61.48,,0.24,152.56,4.91,0.12,0.02,2,0.25,0.2588,54.76
sess_0054,2026-05-18T03:17:00+00:00,65.16,,0.26,149.61,3.08,0.12,0.02,3,0.24,0.3214,54.77
sess_0054,2026-05-18T03:18:00+00:00,62.48,,0.25,143.66,3.0,0.11,0.02,3,0.25,0.3827,54.78
sess_0054,2026-05-18T03:19:00+00:00,62.4,,0.25,161.97,4.72,0.11,0.03,2,0.21,0.4423,54.79
sess_0054,2026-05-18T03:20:00+00:00,61.29,,0.26,142.79,4.36,0.11,0.03,3,0.24,0.5,54.8
sess_0054,2026-05-18T03:21:00+00:00,64.61,,0.22,146.35,1.36,0.11,0.02,3,0.26,0.5556,54.81
sess_0054,2026-05-18T03:22:00+00:00,61.0,,0.23,159.39,4.19,0.11,0.02,2,0.24,0.6088,54.82
sess_0054,2026-05-18T03:23:00+00:00,60.45,,0.23,137.77,3.12,0.11,0.02,3,0.26,0.6593,54.83
sess_0054,2026-05-18T03:24:00+00:00,61.95,,0.21,166.01,3.81,0.11,0.02,2,0.25,0.7071,54.84
sess_0054,2026-05-18T03:25:00+00:00,60.39,,0.2,145.78,3.47,0.11,0.02,3,0.24,0.7518,54.85
sess_0054,2026-05-18T03:26:00+00:00,61.0,,0.2,160.5,2.66,0.11,0.02,3,0.24,0.7934,54.86
sess_0054,2026-05-18T03:27:00+00:00,63.21,,0.24,160.36,2.15,0.12,0.02,3,0.24,0.8315,54.87
sess_0054,2026-05-18T03:28:00+00:00,63.88,,0.22,182.35,3.15,0.11,0.02,3,0.28,0.866,54.88
sess_0054,2026-05-18T03:29:00+00:00,59.3,,0.25,167.02,2.69,0.12,0.02,3,0.22,0.8969,54.89
sess_0054,2026-05-18T03:30:00+00:00,62.55,,0.24,159.9,5.79,0.11,0.02,3,0.23,0.9239,54.9
sess_0054,2026-05-18T03:31:00+00:00,60.09,,0.22,158.04,4.37,0.12,0.02,3,0.23,0.9469,54.91
sess_0054,2026-05-18T03:32:00+00:00,64.73,,0.25,159.04,3.63,0.11,0.03,2,0.21,0.9659,54.92
sess_0054,2026-05-18T03:33:00+00:00,63.67,,0.21,172.95,5.85,0.12,0.02,3,0.22,0.9808,54.93
sess_0054,2026-05-18T03:34:00+00:00,60.05,,0.25,150.98,3.3,0.12,0.02,2,0.24,0.9914,54.94
sess_0054,2026-05-18T03:35:00+00:00,60.37,,0.23,148.01,5.87,0.12,0.02,2,0.2,0.9979,54.95
sess_0054,2026-05-18T03:36:00+00:00,63.33,,0.21,159.26,4.03,0.11,0.02,3,0.21,1.0,54.96
sess_0054,2026-05-18T03:37:00+00:00,61.89,,0.22,159.52,5.16,0.13,0.02,3,0.22,0.9979,54.97
sess_0054,2026-05-18T03:38:00+00:00,61.14,,0.21,154.12,2.95,0.12,0.02,3,0.25,0.9914,54.98
sess_0054,2026-05-18T03:39:00+00:00,61.41,,0.2,153.93,4.01,0.12,0.02,3,0.22,0.9808,54.99
sess_0055,2026-05-18T03:40:00+00:00,66.01,,0.22,171.48,2.27,0.11,0.03,3,0.25,0.9659,55.0
sess_0055,2026-05-18T03:41:00+00:00,58.87,,0.23,156.35,3.99,0.11,0.03,3,0.27,0.9469,55.01
sess_0055,2026-05-18T03:42:00+00:00,61.24,,0.23,155.45,3.4,0.12,0.03,2,0.22,0.9239,55.02
sess_0055,2026-05-18T03:43:00+00:00,62.37,,0.19,142.83,4.22,0.12,0.02,3,0.26,0.8969,55.03
sess_0055,2026-05-18T03:44:00+00:00,62.02,,0.24,150.86,3.16,0.11,0.03,3,0.21,0.866,55.04
sess_0055,2026-05-18T03:45:00+00:00,64.1,,0.23,133.2,3.25,0.12,0.02,3,0.2,0.8315,55.05
sess_0055,2026-05-18T03:46:00+00:00,60.88,,0.24,166.66,4.99,0.11,0.02,3,0.26,0.7934,55.06
sess_0055,2026-05-18T03:47:00+00:00,60.4,,0.21,153.25,4.5,0.12,0.02,2,0.23,0.7518,55.07
sess_0055,2026-05-18T03:48:00+00:00,59.21,,0.22,147.58,2.29,0.11,0.02,3,0.28,0.7071,55.08
sess_0055,2026-05-18T03:49:00+00:00,65.35,,0.27,161.05,4.56,0.12,0.02,3,0.21,0.6593,55.09
sess_0055,2026-05-18T03:50:00+00:00,65.2,,0.27,142.54,3.66,0.12,0.02,2,0.24,0.6088,55.1
sess_0055,2026-05-18T03:51:00+00:00,63.63,,0.22,163.04,4.0,0.12,0.02,3,0.26,0.5556,55.11
sess_0055,2026-05-18T03:52:00+00:00,61.46,,0.21,156.17,3.5,0.13,0.03,3,0.2,0.5,55.12
sess_0055,2026-05-18T03:53:00+00:00,60.82,,0.21,159.88,4.55,0.11,0.02,3,0.29,0.4423,55.13
sess_0055,2026-05-18T03:54:00+00:00,58.11,,0.23,154.09,4.05,0.12,0.02,3,0.24,0.3827,55.14
sess_0055,2026-05-18T03:55:00+00:00,64.73,,0.25,150.84,3.54,0.12,0.02,2,0.2,0.3214,55.15
sess_0055,2026-05-18T03:56:00+00:00,62.22,,0.25,156.53,3.0,0.11,0.02,3,0.26,0.2588,55.16
sess_0055,2026-05-18T03:57:00+00:00,60.88,,0.23,156.24,4.32,0.12,0.03,3,0.24,0.1951,55.17
sess_0055,2026-05-18T03:58:00+00:00,65.01,,0.21,171.49,4.41,0.11,0.02,2,0.2,0.1305,55.18
sess_0055,2026-05-18T03:59:00+00:00,60.65,,0.21,140.73,4.86,0.12,0.02,3,0.19,0.0654,55.19
sess_0055,2026-05-18T04:00:00+00:00,62.81,,0.24,148.38,3.37,0.1,0.02,3,0.28,0.0,55.2
sess_0055,2026-05-18T04:01:00+00:00,59.78,,0.27,148.05,4.06,0.11,0.02,3,0.21,-0.0654,55.21
sess_0055,2026-05-18T04:02:00+00:00,65.13,,0.24,143.02,4.77,0.12,0.02,3,0.21,-0.1305,55.22
sess_0055,2026-05-18T04:03:00+00:00,64.45,,0.26,141.98,5.16,0.12,0.02,2,0.23,-0.1951,55.23
sess_0055,2026-05-18T04:04:00+00:00,61.9,,0.26,153.72,5.99,0.13,0.02,3,0.23,-0.2588,55.24
sess_0055,2026-05-18T04:05:00+00:00,60.51,,0.26,153.18,4.97,0.12,0.03,3,0.24,-0.3214,55.25
sess_0055,2026-05-18T04:06:00+00:00,61.82,,0.25,160.75,4.19,0.12,0.02,3,0.2,-0.3827,55.26
sess_0055,2026-05-18T04:07:00+00:00,63.93,,0.26,140.26,3.86,0.11,0.02,3,0.29,-0.4423,55.27
sess_0055,2026-05-18T04:08:00+00:00,66.43,,0.27,160.88,3.79,0.11,0.02,3,0.21,-0.5,55.28
sess_0055,2026-05-18T04:09:00+00:00,62.69,,0.25,150.54,3.09,0.11,0.02,3,0.28,-0.5556,55.29
sess_0055,2026-05-18T04:10:00+00:00,63.85,,0.24,141.54,5.95,0.12,0.03,3,0.18,-0.6088,55.3
sess_0055,2026-05-18T04:11:00+00:00,64.05,,0.26,151.17,2.65,0.1,0.02,2,0.23,-0.6593,55.31
sess_0055,2026-05-18T04:12:00+00:00,59.81,,0.23,168.04,4.77,0.12,0.02,3,0.23,-0.7071,55.32
sess_0055,2026-05-18T04:13:00+00:00,61.86,,0.22,146.58,4.17,0.12,0.03,2,0.24,-0.7518,55.33
sess_0055,2026-05-18T04:14:00+00:00,61.22,,0.23,164.57,3.27,0.12,0.02,3,0.22,-0.7934,55.34
sess_0055,2026-05-18T04:15:00+00:00,61.27,,0.29,150.54,3.29,0.12,0.02,3,0.26,-0.8315,55.35
sess_0055,2026-05-18T04:16:00+00:00,63.12,,0.23,147.75,5.58,0.11,0.02,3,0.25,-0.866,55.36
sess_0055,2026-05-18T04:17:00+00:00,63.02,,0.23,166.71,3.43,0.11,0.02,3,0.27,-0.8969,55.37
sess_0055,2026-05-18T04:18:00+00:00,64.12,,0.24,166.0,2.62,0.11,0.03,3,0.2,-0.9239,55.38
sess_0055,2026-05-18T04:19:00+00:00,59.08,,0.29,161.24,5.07,0.11,0.02,3,0.23,-0.9469,55.39
sess_0055,2026-05-18T04:20:00+00:00,63.6,,0.24,161.1,5.08,0.12,0.02,3,0.22,-0.9659,55.4
sess_0055,2026-05-18T04:21:00+00:00,61.22,,0.25,159.19,4.58,0.11,0.02,3,0.28,-0.9808,55.41
sess_0055,2026-05-18T04:22:00+00:00,63.09,,0.24,150.33,3.51,0.12,0.02,3,0.21,-0.9914,55.42
sess_0055,2026-05-18T04:23:00+00:00,61.14,,0.22,147.72,5.52,0.11,0.02,3,0.23,-0.9979,55.43
sess_0055,2026-05-18T04:24:00+00:00,58.93,,0.19,159.12,3.74,0.12,0.02,2,0.22,-1.0,55.44
sess_0055,2026-05-18T04:25:00+00:00,59.73,,0.29,146.24,1.56,0.11,0.02,3,0.21,-0.9979,55.45
sess_0055,2026-05-18T04:26:00+00:00,61.12,,0.25,151.49,5.66,0.11,0.02,2,0.24,-0.9914,55.46
sess_0055,2026-05-18T04:27:00+00:00,58.97,,0.26,153.13,3.59,0.12,0.02,3,0.24,-0.9808,55.47
sess_0055,2026-05-18T04:28:00+00:00,65.05,,0.21,156.2,3.44,0.12,0.03,3,0.23,-0.9659,55.48
sess_0055,2026-05-18T04:29:00+00:00,61.8,,0.22,136.35,5.23,0.12,0.02,3,0.27,-0.9469,55.49
sess_0055,2026-05-18T04:30:00+00:00,65.04,,0.21,150.93,5.18,0.12,0.03,3,0.23,-0.9239,55.5
sess_0055,2026-05-18T04:31:00+00:00,62.32,,0.28,148.82,6.13,0.12,0.02,3,0.23,-0.8969,55.51
sess_0055,2026-05-18T04:32:00+00:00,62.82,,0.25,150.92,3.11,0.11,0.03,2,0.22,-0.866,55.52
sess_0055,2026-05-18T04:33:00+00:00,62.88,,0.26,147.0,3.61,0.12,0.02,3,0.25,-0.8315,55.53
sess_0055,2026-05-18T04:34:00+00:00,60.7,,0.23,158.84,3.34,0.1,0.02,3,0.19,-0.7934,55.54
sess_0055,2026-05-18T04:35:00+00:00,60.85,,0.28,159.61,4.97,0.11,0.03,3,0.26,-0.7518,55.55
sess_0055,2026-05-18T04:36:00+00:00,57.91,,0.21,162.88,5.61,0.11,0.02,3,0.21,-0.7071,55.56
sess_0055,2026-05-18T04:37:00+00:00,65.49,,0.24,153.33,3.67,0.12,0.02,3,0.2,-0.6593,55.57
sess_0055,2026-05-18T04:38:00+00:00,62.11,,0.26,157.98,4.16,0.11,0.02,3,0.23,-0.6088,55.58
sess_0055,2026-05-18T04:39:00+00:00,65.49,,0.21,166.05,4.35,0.11,0.02,3,0.2,-0.5556,55.59
sess_0055,2026-05-18T04:40:00+00:00,64.28,,0.28,131.2,4.68,0.12,0.02,3,0.27,-0.5,55.6
sess_0055,2026-05-18T04:41:00+00:00,65.18,,0.21,160.34,4.05,0.13,0.02,3,0.24,-0.4423,55.61
sess_0055,2026-05-18T04:42:00+00:00,62.35,,0.27,145.52,2.82,0.11,0.03,3,0.25,-0.3827,55.62
sess_0055,2026-05-18T04:43:00+00:00,62.12,,0.27,139.56,4.4,0.12,0.02,3,0.17,-0.3214,55.63
sess_0055,2026-05-18T04:44:00+00:00,58.71,,0.24,156.22,3.41,0.12,0.03,3,0.21,-0.2588,55.64
sess_0055,2026-05-18T04:45:00+00:00,64.71,,0.24,147.01,4.82,0.12,0.03,3,0.22,-0.1951,55.65
sess_0055,2026-05-18T04:46:00+00:00,58.42,,0.22,164.52,3.45,0.12,0.03,3,0.22,-0.1305,55.66
sess_0055,2026-05-18T04:47:00+00:00,61.46,,0.22,161.6,3.66,0.12,0.03,3,0.21,-0.0654,55.67
sess_0055,2026-05-18T04:48:00+00:00,61.89,,0.22,151.68,0.3,0.12,0.02,3,0.21,0.0,55.68
sess_0055,2026-05-18T04:49:00+00:00,62.23,,0.25,176.0,4.8,0.12,0.02,3,0.25,0.0654,55.69
sess_0055,2026-05-18T04:50:00+00:00,61.67,,0.23,173.75,3.6,0.13,0.02,2,0.24,0.1305,55.7
sess_0055,2026-05-18T04:51:00+00:00,61.55,,0.28,151.8,5.45,0.12,0.02,2,0.21,0.1951,55.71
sess_0055,2026-05-18T04:52:00+00:00,60.55,,0.22,165.02,4.65,0.12,0.02,3,0.25,0.2588,55.72
sess_0055,2026-05-18T04:53:00+00:00,61.99,,0.26,158.83,3.19,0.12,0.02,3,0.23,0.3214,55.73
sess_0055,2026-05-18T04:54:00+00:00,62.42,,0.25,157.47,2.38,0.11,0.03,3,0.23,0.3827,55.74
sess_0055,2026-05-18T04:55:00+00:00,64.88,,0.21,154.68,2.73,0.12,0.02,2,0.25,0.4423,55.75
sess_0055,2026-05-18T04:56:00+00:00,58.62,,0.22,164.62,4.17,0.12,0.02,3,0.25,0.5,55.76
sess_0055,2026-05-18T04:57:00+00:00,67.2,,0.24,152.22,3.44,0.12,0.02,2,0.21,0.5556,55.77
sess_0055,2026-05-18T04:58:00+00:00,61.73,,0.25,155.08,2.79,0.12,0.02,3,0.23,0.6088,55.78
sess_0055,2026-05-18T04:59:00+00:00,65.92,,0.26,144.05,3.91,0.12,0.02,3,0.23,0.6593,55.79
sess_0055,2026-05-18T05:00:00+00:00,60.81,,0.22,143.45,4.35,0.11,0.02,3,0.27,0.7071,55.8
sess_0055,2026-05-18T05:01:00+00:00,60.82,,0.23,164.69,3.51,0.12,0.02,3,0.24,0.7518,55.81
sess_0055,2026-05-18T05:02:00+00:00,61.89,,0.24,158.42,3.15,0.12,0.03,3,0.22,0.7934,55.82
sess_0055,2026-05-18T05:03:00+00:00,61.99,,0.24,172.21,5.37,0.12,0.02,3,0.24,0.8315,55.83
sess_0055,2026-05-18T05:04:00+00:00,63.0,,0.23,167.88,4.54,0.13,0.02,3,0.24,0.866,55.84
sess_0055,2026-05-18T05:05:00+00:00,60.92,,0.25,143.63,4.12,0.11,0.02,3,0.22,0.8969,55.85
sess_0055,2026-05-18T05:06:00+00:00,61.48,,0.2,178.89,4.03,0.11,0.03,3,0.23,0.9239,55.86
sess_0055,2026-05-18T05:07:00+00:00,60.0,,0.23,159.14,2.13,0.12,0.02,3,0.2,0.9469,55.87
sess_0055,2026-05-18T05:08:00+00:00,60.68,,0.25,152.3,3.72,0.1,0.02,3,0.24,0.9659,55.88
sess_0055,2026-05-18T05:09:00+00:00,65.35,,0.23,152.85,3.35,0.12,0.02,2,0.25,0.9808,55.89
sess_0055,2026-05-18T05:10:00+00:00,65.6,,0.27,152.17,3.24,0.12,0.03,3,0.21,0.9914,55.9
sess_0055,2026-05-18T05:11:00+00:00,62.49,,0.2,174.65,3.47,0.12,0.03,3,0.24,0.9979,55.91
sess_0055,2026-05-18T05:12:00+00:00,61.37,,0.23,153.05,2.98,0.12,0.02,3,0.22,1.0,55.92
sess_0055,2026-05-18T05:13:00+00:00,61.69,,0.24,153.77,3.49,0.11,0.02,3,0.22,0.9979,55.93
sess_0055,2026-05-18T05:14:00+00:00,59.26,,0.23,143.71,1.21,0.12,0.02,3,0.28,0.9914,55.94
sess_0055,2026-05-18T05:15:00+00:00,63.29,,0.24,149.89,3.05,0.11,0.02,3,0.26,0.9808,55.95
sess_0055,2026-05-18T05:16:00+00:00,63.98,,0.25,157.88,3.48,0.13,0.02,3,0.23,0.9659,55.96
sess_0055,2026-05-18T05:17:00+00:00,63.46,,0.2,159.52,3.91,0.11,0.02,3,0.2,0.9469,55.97
sess_0055,2026-05-18T05:18:00+00:00,62.7,,0.25,150.09,4.23,0.12,0.02,3,0.22,0.9239,55.98
sess_0055,2026-05-18T05:19:00+00:00,60.62,,0.23,159.22,4.07,0.13,0.02,3,0.22,0.8969,55.99
sess_0056,2026-05-18T05:20:00+00:00,61.81,,0.2,147.94,3.15,0.12,0.02,3,0.23,0.866,56.0
sess_0056,2026-05-18T05:21:00+00:00,60.85,,0.23,151.67,7.67,0.11,0.02,3,0.27,0.8315,56.01
sess_0056,2026-05-18T05:22:00+00:00,61.25,,0.24,166.78,3.98,0.12,0.02,3,0.25,0.7934,56.02
sess_0056,2026-05-18T05:23:00+00:00,66.38,,0.22,169.55,3.51,0.11,0.02,3,0.21,0.7518,56.03
sess_0056,2026-05-18T05:24:00+00:00,63.9,,0.22,141.34,1.83,0.12,0.02,3,0.24,0.7071,56.04
sess_0056,2026-05-18T05:25:00+00:00,64.62,,0.23,156.7,5.9,0.12,0.02,3,0.24,0.6593,56.05
sess_0056,2026-05-18T05:26:00+00:00,59.71,,0.22,173.04,2.44,0.11,0.02,3,0.23,0.6088,56.06
sess_0056,2026-05-18T05:27:00+00:00,63.82,,0.22,172.68,2.28,0.11,0.02,2,0.24,0.5556,56.07
sess_0056,2026-05-18T05:28:00+00:00,66.09,,0.22,160.16,5.22,0.12,0.02,3,0.17,0.5,56.08
sess_0056,2026-05-18T05:29:00+00:00,59.28,,0.22,150.64,4.23,0.12,0.02,3,0.24,0.4423,56.09
sess_0056,2026-05-18T05:30:00+00:00,66.14,,0.25,167.55,4.69,0.11,0.02,3,0.21,0.3827,56.1
sess_0056,2026-05-18T05:31:00+00:00,60.54,,0.24,151.41,6.07,0.12,0.03,3,0.22,0.3214,56.11
sess_0056,2026-05-18T05:32:00+00:00,60.54,,0.25,151.01,0.71,0.12,0.03,2,0.24,0.2588,56.12
sess_0056,2026-05-18T05:33:00+00:00,62.32,,0.24,162.9,3.0,0.12,0.02,3,0.25,0.1951,56.13
sess_0056,2026-05-18T05:34:00+00:00,59.56,,0.26,160.12,6.11,0.1,0.02,3,0.23,0.1305,56.14
sess_0056,2026-05-18T05:35:00+00:00,63.11,,0.25,160.58,5.59,0.11,0.02,3,0.22,0.0654,56.15
sess_0056,2026-05-18T05:36:00+00:00,61.07,,0.26,159.74,4.55,0.12,0.02,3,0.27,0.0,56.16
sess_0056,2026-05-18T05:37:00+00:00,63.88,,0.26,145.17,2.59,0.11,0.03,2,0.21,-0.0654,56.17
sess_0056,2026-05-18T05:38:00+00:00,62.7,,0.27,162.06,4.53,0.12,0.03,2,0.21,-0.1305,56.18
sess_0056,2026-05-18T05:39:00+00:00,63.18,,0.25,133.35,3.35,0.11,0.03,3,0.23,-0.1951,56.19
sess_0056,2026-05-18T05:40:00+00:00,58.29,,0.22,171.85,5.07,0.11,0.03,2,0.22,-0.2588,56.2
sess_0056,2026-05-18T05:41:00+00:00,64.19,,0.21,162.87,3.3,0.11,0.02,3,0.28,-0.3214,56.21
sess_0056,2026-05-18T05:42:00+00:00,64.76,,0.23,152.96,4.15,0.12,0.02,3,0.24,-0.3827,56.22
sess_0056,2026-05-18T05:43:00+00:00,63.61,,0.23,148.83,4.43,0.12,0.02,3,0.22,-0.4423,56.23
sess_0056,2026-05-18T05:44:00+00:00,62.82,,0.24,159.1,1.76,0.11,0.03,3,0.24,-0.5,56.24
sess_0056,2026-05-18T05:45:00+00:00,64.43,,0.25,158.65,3.7,0.11,0.02,2,0.25,-0.5556,56.25
sess_0056,2026-05-18T05:46:00+00:00,64.61,,0.25,142.64,2.5,0.12,0.03,3,0.22,-0.6088,56.26
sess_0056,2026-05-18T05:47:00+00:00,60.42,,0.26,146.52,1.64,0.12,0.03,3,0.24,-0.6593,56.27
sess_0056,2026-05-18T05:48:00+00:00,63.93,,0.24,151.17,3.62,0.12,0.02,3,0.25,-0.7071,56.28
sess_0056,2026-05-18T05:49:00+00:00,62.4,,0.2,154.57,4.33,0.11,0.02,3,0.22,-0.7518,56.29
sess_0056,2026-05-18T05:50:00+00:00,61.53,,0.26,143.0,5.01,0.13,0.02,3,0.23,-0.7934,56.3
sess_0056,2026-05-18T05:51:00+00:00,64.01,,0.25,169.72,2.47,0.12,0.02,3,0.23,-0.8315,56.31
sess_0056,2026-05-18T05:52:00+00:00,61.62,,0.24,159.61,3.87,0.13,0.03,3,0.23,-0.866,56.32
sess_0056,2026-05-18T05:53:00+00:00,60.8,,0.26,141.55,1.34,0.12,0.02,3,0.23,-0.8969,56.33
sess_0056,2026-05-18T05:54:00+00:00,67.64,,0.2,153.01,5.4,0.12,0.02,3,0.2,-0.9239,56.34
sess_0056,2026-05-18T05:55:00+00:00,57.65,,0.25,165.99,3.07,0.13,0.03,3,0.22,-0.9469,56.35
sess_0056,2026-05-18T05:56:00+00:00,63.15,,0.2,158.23,3.71,0.12,0.02,3,0.22,-0.9659,56.36
sess_0056,2026-05-18T05:57:00+00:00,61.47,,0.22,139.81,5.19,0.12,0.02,3,0.26,-0.9808,56.37
sess_0056,2026-05-18T05:58:00+00:00,60.6,,0.26,162.27,5.68,0.12,0.03,3,0.23,-0.9914,56.38
sess_0056,2026-05-18T05:59:00+00:00,61.11,,0.2,155.18,3.07,0.11,0.02,3,0.23,-0.9979,56.39
sess_0056,2026-05-18T06:00:00+00:00,63.72,,0.22,163.69,4.76,0.11,0.03,3,0.23,-1.0,56.4
sess_0056,2026-05-18T06:01:00+00:00,61.27,,0.23,173.93,2.01,0.11,0.02,3,0.23,-0.9979,56.41
sess_0056,2026-05-18T06:02:00+00:00,60.97,,0.22,164.72,3.28,0.12,0.02,3,0.26,-0.9914,56.42
